Return_ID,Return_Date,Return_Reason,Return_Status,Approval_Date,Return_Notes,Customer_account_ID
RET001427,2022-10-26,Changed mind,Approved,2022-10-30,Customer requested return. Condition noted.,CST001153
RET001428,2022-03-24,Damaged during shipping,Pending,,Customer requested return. Condition noted.,CST002808
RET001429,2025-03-12,Defective product,Approved,2025-03-13,Customer requested return. Condition noted.,CST001712
RET001430,2023-05-22,Damaged during shipping,Approved,2023-05-23,Customer requested return. Condition noted.,CST001753
RET001431,2023-09-18,Defective product,Approved,2023-09-23,Customer requested return. Condition noted.,CST000011
RET001432,2025-05-09,Better price found elsewhere,Approved,2025-05-10,Customer requested return. Condition noted.,CST002104
RET001433,2022-04-29,Better price found elsewhere,Approved,2022-05-03,Customer requested return. Condition noted.,CST002747
RET001434,2022-07-29,Wrong item delivered,Rejected,2022-08-03,Customer requested return. Condition noted.,CST002403
RET001435,2022-02-24,Defective product,Approved,2022-03-02,Customer requested return. Condition noted.,CST001779
RET001436,2022-06-14,Damaged during shipping,Approved,2022-06-16,Customer requested return. Condition noted.,CST001000
RET001437,2025-12-28,Wrong item delivered,Pending,,Customer requested return. Condition noted.,CST001735
RET001438,2025-03-06,Damaged during shipping,Approved,2025-03-13,Customer requested return. Condition noted.,CST001652
RET001439,2023-12-08,Duplicate purchase,Processing,,Customer requested return. Condition noted.,CST001163
RET001440,2022-07-29,Defective product,Approved,2022-08-03,Customer requested return. Condition noted.,CST000084
RET001441,2024-06-19,Product not as described,Approved,2024-06-26,Customer requested return. Condition noted.,CST000753
RET001442,2022-10-05,Better price found elsewhere,Approved,2022-10-10,Customer requested return. Condition noted.,CST001319
RET001443,2024-06-05,Duplicate purchase,Pending,,Customer requested return. Condition noted.,CST000944
RET001444,2022-04-11,Product not as described,Pending,,Customer requested return. Condition noted.,CST001582
RET001445,2023-10-27,Defective product,Approved,2023-10-30,Customer requested return. Condition noted.,CST000408
RET001446,2025-06-03,Better price found elsewhere,Rejected,2025-06-10,Customer requested return. Condition noted.,CST001255
RET001447,2022-09-30,Better price found elsewhere,Approved,2022-10-04,Customer requested return. Condition noted.,CST000718
RET001448,2023-07-25,Product not as described,Approved,2023-07-28,Customer requested return. Condition noted.,CST002200
RET001449,2023-01-22,Duplicate purchase,Pending,,Customer requested return. Condition noted.,CST002916
RET001450,2022-10-03,Incompatible with device,Approved,2022-10-10,Customer requested return. Condition noted.,CST001867
RET001451,2023-04-11,Changed mind,Approved,2023-04-17,Customer requested return. Condition noted.,CST000699
RET001452,2023-07-11,Incompatible with device,Rejected,2023-07-16,Customer requested return. Condition noted.,CST000532
RET001453,2022-05-23,Product not as described,Approved,2022-05-26,Customer requested return. Condition noted.,CST000562
RET001454,2025-06-11,Defective product,Rejected,2025-06-14,Customer requested return. Condition noted.,CST002677
RET001455,2023-07-21,Product not as described,Pending,,Customer requested return. Condition noted.,CST002415
RET001456,2023-04-07,Damaged during shipping,Approved,2023-04-13,Customer requested return. Condition noted.,CST002705
RET001457,2024-09-07,Incompatible with device,Approved,2024-09-14,Customer requested return. Condition noted.,CST002377
RET001458,2022-11-29,Wrong item delivered,Rejected,2022-12-06,Customer requested return. Condition noted.,CST002349
RET001459,2023-05-04,Changed mind,Rejected,2023-05-06,Customer requested return. Condition noted.,CST001853
RET001460,2023-09-14,Damaged during shipping,Approved,2023-09-20,Customer requested return. Condition noted.,CST000850
RET001461,2025-04-24,Incompatible with device,Approved,2025-04-26,Customer requested return. Condition noted.,CST001833
RET001462,2022-12-06,Changed mind,Approved,2022-12-13,Customer requested return. Condition noted.,CST001202
RET001463,2023-07-11,Better price found elsewhere,Approved,2023-07-15,Customer requested return. Condition noted.,CST002382
RET001464,2025-12-18,Better price found elsewhere,Approved,2025-12-22,Customer requested return. Condition noted.,CST002564
RET001465,2025-06-11,Wrong item delivered,Approved,2025-06-14,Customer requested return. Condition noted.,CST000089
RET001466,2025-08-22,Incompatible with device,Processing,,Customer requested return. Condition noted.,CST001744
RET001467,2024-04-20,Duplicate purchase,Approved,2024-04-22,Customer requested return. Condition noted.,CST002896
RET001468,2025-05-26,Duplicate purchase,Approved,2025-06-02,Customer requested return. Condition noted.,CST001790
RET001469,2025-02-19,Damaged during shipping,Approved,2025-02-25,Customer requested return. Condition noted.,CST001348
RET001470,2025-10-07,Better price found elsewhere,Rejected,2025-10-08,Customer requested return. Condition noted.,CST001976
RET001471,2024-04-12,Duplicate purchase,Pending,,Customer requested return. Condition noted.,CST002215
RET001472,2022-05-08,Damaged during shipping,Approved,2022-05-09,Customer requested return. Condition noted.,CST001270
RET001473,2022-06-04,Better price found elsewhere,Rejected,2022-06-08,Customer requested return. Condition noted.,CST001974
RET001474,2022-09-21,Damaged during shipping,Approved,2022-09-27,Customer requested return. Condition noted.,CST002449
RET001475,2022-01-02,Product not as described,Pending,,Customer requested return. Condition noted.,CST001846
RET001476,2022-09-06,Wrong item delivered,Rejected,2022-09-08,Customer requested return. Condition noted.,CST001587
RET001477,2024-11-30,Better price found elsewhere,Approved,2024-12-02,Customer requested return. Condition noted.,CST001626
RET001478,2024-09-10,Damaged during shipping,Pending,,Customer requested return. Condition noted.,CST001728
RET001479,2025-08-10,Better price found elsewhere,Processing,,Customer requested return. Condition noted.,CST001209
RET001480,2024-09-19,Product not as described,Approved,2024-09-25,Customer requested return. Condition noted.,CST000280
RET001481,2025-10-21,Damaged during shipping,Rejected,2025-10-25,Customer requested return. Condition noted.,CST000907
RET001482,2023-09-17,Wrong item delivered,Rejected,2023-09-19,Customer requested return. Condition noted.,CST000040
RET001483,2024-07-20,Product not as described,Pending,,Customer requested return. Condition noted.,CST000591
RET001484,2025-04-07,Damaged during shipping,Rejected,2025-04-12,Customer requested return. Condition noted.,CST002627
RET001485,2024-02-01,Defective product,Rejected,2024-02-04,Customer requested return. Condition noted.,CST000930
RET001486,2022-12-13,Incompatible with device,Pending,,Customer requested return. Condition noted.,CST002087
RET001487,2022-08-29,Wrong item delivered,Approved,2022-09-04,Customer requested return. Condition noted.,CST001596
RET001488,2024-12-16,Wrong item delivered,Approved,2024-12-22,Customer requested return. Condition noted.,CST000204
RET001489,2023-05-04,Incompatible with device,Approved,2023-05-10,Customer requested return. Condition noted.,CST001568
RET001490,2022-06-19,Defective product,Processing,,Customer requested return. Condition noted.,CST000312
RET001491,2024-05-21,Better price found elsewhere,Approved,2024-05-26,Customer requested return. Condition noted.,CST002664
RET001492,2022-04-21,Changed mind,Approved,2022-04-26,Customer requested return. Condition noted.,CST001962
RET001493,2024-03-27,Product not as described,Rejected,2024-04-01,Customer requested return. Condition noted.,CST001913
RET001494,2023-09-11,Changed mind,Pending,,Customer requested return. Condition noted.,CST000727
RET001495,2023-12-16,Damaged during shipping,Approved,2023-12-21,Customer requested return. Condition noted.,CST000154
RET001496,2024-06-29,Damaged during shipping,Approved,2024-07-06,Customer requested return. Condition noted.,CST000239
RET001497,2022-06-28,Changed mind,Rejected,2022-06-30,Customer requested return. Condition noted.,CST000526
RET001498,2022-03-05,Defective product,Approved,2022-03-11,Customer requested return. Condition noted.,CST001832
RET001499,2022-03-01,Better price found elsewhere,Pending,,Customer requested return. Condition noted.,CST002236
RET001500,2024-01-09,Product not as described,Approved,2024-01-14,Customer requested return. Condition noted.,CST000001
RET001501,2023-05-03,Incompatible with device,Approved,2023-05-08,Customer requested return. Condition noted.,CST000155
RET001502,2024-06-09,Product not as described,Approved,2024-06-16,Customer requested return. Condition noted.,CST001550
RET001503,2022-02-09,Duplicate purchase,Approved,2022-02-12,Customer requested return. Condition noted.,CST000671
RET001504,2025-12-22,Better price found elsewhere,Approved,2025-12-29,Customer requested return. Condition noted.,CST000163
RET001505,2022-07-29,Damaged during shipping,Rejected,2022-08-04,Customer requested return. Condition noted.,CST000237
RET001506,2024-12-09,Wrong item delivered,Rejected,2024-12-11,Customer requested return. Condition noted.,CST001719
RET001507,2025-08-09,Product not as described,Processing,,Customer requested return. Condition noted.,CST002514
RET001508,2022-08-01,Incompatible with device,Processing,,Customer requested return. Condition noted.,CST002892
RET001509,2022-09-02,Changed mind,Rejected,2022-09-07,Customer requested return. Condition noted.,CST002831
RET001510,2025-06-29,Product not as described,Rejected,2025-07-01,Customer requested return. Condition noted.,CST002558
RET001511,2022-07-26,Incompatible with device,Approved,2022-07-30,Customer requested return. Condition noted.,CST002484
RET001512,2022-10-10,Better price found elsewhere,Approved,2022-10-11,Customer requested return. Condition noted.,CST002864
RET001513,2023-01-09,Damaged during shipping,Approved,2023-01-13,Customer requested return. Condition noted.,CST000868
RET001514,2024-09-22,Changed mind,Approved,2024-09-26,Customer requested return. Condition noted.,CST001117
RET001515,2024-04-11,Defective product,Processing,,Customer requested return. Condition noted.,CST000106
RET001516,2022-03-08,Duplicate purchase,Processing,,Customer requested return. Condition noted.,CST002318
RET001517,2022-12-17,Product not as described,Approved,2022-12-23,Customer requested return. Condition noted.,CST002232
RET001518,2023-05-31,Product not as described,Processing,,Customer requested return. Condition noted.,CST001182
RET001519,2023-05-06,Product not as described,Pending,,Customer requested return. Condition noted.,CST001600
RET001520,2023-06-26,Incompatible with device,Approved,2023-06-28,Customer requested return. Condition noted.,CST002948
RET001521,2024-08-19,Better price found elsewhere,Approved,2024-08-20,Customer requested return. Condition noted.,CST002038
RET001522,2024-05-16,Incompatible with device,Approved,2024-05-18,Customer requested return. Condition noted.,CST002954
RET001523,2025-04-13,Defective product,Approved,2025-04-17,Customer requested return. Condition noted.,CST001161
RET001524,2024-04-15,Incompatible with device,Approved,2024-04-18,Customer requested return. Condition noted.,CST002873
RET001525,2025-12-17,Incompatible with device,Approved,2025-12-22,Customer requested return. Condition noted.,CST000474
RET001526,2024-01-05,Better price found elsewhere,Processing,,Customer requested return. Condition noted.,CST001196
RET001527,2025-05-27,Wrong item delivered,Approved,2025-05-30,Customer requested return. Condition noted.,CST002348
RET001528,2023-03-12,Wrong item delivered,Approved,2023-03-14,Customer requested return. Condition noted.,CST002745
RET001529,2022-06-26,Defective product,Rejected,2022-06-29,Customer requested return. Condition noted.,CST001510
